TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Page Count,Place,,,
A02198,99839174,3575,STC 12340; ESTC S103420,Restricted,"Greenwood, John, d. 1593.; Johnson, Francis, 1562-1618.",1603,"An aunsvver to George Giffords pretended defence of read prayers and devised leitourgies with the vngodly cauils and vvicked sclanders comprised in the first part of his book entituled, A short treatise against the Donatists of England. By Iohn Greenwood Christs poore afflicted prisoner in the Fleete at London, for the trueth of the gospel.","Gifford, George, d. 1620. -- Short treatise against the Donatists of England, whome we call Brownists.; Gifford, George, d. 1620. -- Plaine declaration that our Brownists be full Donatists, by comparing them together from point to point out of the writings of Augustine.; Prayer -- Early works to 1800.",78,Amsterdam?,,,
A02199,99839175,3576,STC 12341; ESTC S103421,Restricted,"Greenwood, John, d. 1593.",1640,"More vvorke for priests: or An answere to George Giffords pretended defence of read prayers and devised leitourgies comprised in the first part of his booke; intituled A short treatise against the Donatists of England: wherein is proved that the serving of God in such away [sic] and manner is a superstitious and vaine worship. Written by John Greenwood Christs faythfull martyr: here-unto is added by another man, many other argumers [sic] against stinted service and booke-prayer.; Answere to George Giffords pretended defence of read praiers and devised litourgies","Gifford, George, d. 1620. -- Short treatise against the Donatists of England, whome we call Brownists -- Controversial literature.; Prayer -- Early works to 1800.",116,Amsterdam,,,
A02200,99853669,19063,STC 12342; ESTC S118462,Restricted,"Throckmorton, Job, 1545-1601.; Greenwood, John, d. 1593, attributed name.; Penry, John, 1559-1593, attributed name.",1589,"M. Some laid open in his coulers VVherein the indifferent reader may easily see, hovve vvretchedly and loosely he hath handeled the cause against M. Penri. Done by an Oxford man, to his friend in Cambridge.","Some, Robert, 1542-1609. -- Godly treatise containing and deciding certaine questions .. touching the ministerie, sacraments, and Church -- Early works to 1800.; Penry, John, 1559-1593. -- Defence of that which hath bin written in the questions of the ignorant ministerie -- Early works to 1800.",130,La Rochelle,,,
A02201,99841500,6086,STC 12343; ESTC S105774,Restricted,"Greepe, Thomas.",1587,"The true and perfecte newes of the woorthy and valiaunt exploytes, performed and doone by that valiant knight Syr Frauncis Drake not onely at Sancto Domingo, and Carthagena, but also nowe at Cales, and vppon the coast of Spayne. 1587.","Drake, Francis, -- Sir, 1540?-1596 -- Early works to 1800.; Drake, Francis, -- Sir, 1540?-1596 -- Poetry.",24,  London,,,
A02203,24154051,27271,STC 12345.5; ESTC S4328,Restricted,"Gregory, of Nazianzus, Saint.; Drant, Thomas, d. 1578?",1568,"Epigrams and sentences spirituall in vers, of Gregori Nazanzen, an auncient & famous bishop in the Greke churche Englished by Tho. Drant.","Epigrams, Greek.",96,London,,,
A02216,24157018,6195,STC 12354.5; STC 12354+; ESTC S105874,Restricted,"Greene, Robert, 1558?-1592.",1585,"An Oration or funerall sermon vttered at Roome, at the buriall of the holy Father Gregorie the 13. who departed in Iesus Christ the 11. of Aprill, 1585 conteyning his maners, life, deedes, and last wordes at his death concerning the affayres of this present time : together with the lamentations of the cardinalles and whole clergie / faithfully translated out of the French copie, printed at Paris for Peter Iobert, dwelling in Harpe streate 1585 with the Kings priuiledge ; otherwise to be intituled, a sermon full of papisticall adulation and matter sufficient to procure the wise and vertuous minded to contemne such grosse and palpable blindnesse, and all persons to laugh at their absurde and erronious follies.","Gregory -- XIII, -- Pope, 1502-1585.; Funeral sermons.",30,S.l.,,,
A02218,99841601,6197,STC 12355; ESTC S105875,Restricted,"Chettle, Henry, d. 1607?, attributed name.; Constable, Henry, 1562-1613, attributed name.; H. C.; Gregory XIII, Pope, 1502-1585, attributed name.",1578,"The Popes pittiful lamentation, for the death of his deere darling Don Ioan of Austria and deaths aunswer to the same. With an epitaphe vpon the death of the said Don Ioan. Translated after the French printed coppy. by H.C.","John, -- of Austria, 1547-1578 -- Poetry.; Catholic Church -- Controversial literature.",10,London,,,
A02225,99853506,18890,STC 12360.3; ESTC S118299,Restricted,"Grent, John.",1627,"The burthen of tyre A sermon preach'd at Pauls Crosse, by Iohn Grent, then fellow of New Colledge in Oxford.","Sermons, English -- 17th century.",50,London,,,
A02226,99856030,21544,STC 12361; ESTC S120837,Restricted,"Greville, Fulke, Baron Brooke, 1554-1628.",1633,"Certaine learned and elegant vvorkes of the Right Honorable Fulke Lord Brooke written in his youth, and familiar exercise with Sir Philip Sidney. The seuerall names of which workes the following page doth declare.",,360,London,,,
A02227,99839185,3586,STC 12362; ESTC S103431,Restricted,"Greville, Fulke, Baron Brooke, 1554-1628.",1609,The tragedy of Mustapha,,54,London,,,
A02229,99850879,16114,STC 12366; ESTC S115661,Restricted,"Gribaldi, Matteo, d. 1564.; Aglionby, Edward, 1520-1587?; Shepherd, Luke, fl. 1548. Godlye and holesome preservatyve against desperation.; Calvin, Jean, 1509-1564.",1570,"A notable and marueilous epistle of the famous doctour, Matthewe Gribalde, Professor of the lawe, in the Vniuersitie of Padua: co[n]cernyng the terrible iudgemente of God, vpon hym that for feare of men, denieth Christ and the knowne veritie: with a preface of Doctor Caluine; Francisci Spirae. English","Jesus Christ -- Divinity -- Early works to 1800.; Theology, Doctrinal -- Early works to 1800.",114, London,,,
A02230,99840578,5096,STC 12367; ESTC S104847,Free,"Griffin, B., gent.; Griffin, Bartholomew, d. 1602, attributed author.",1596,"Fidessa, more chaste then kinde. By B. Griffin, gent","Sonnets, English.",67, London,,,
A02233,99836376,644,STC 1237; ESTC S100539,Free,"Balcanquhall, Walter, 1586?-1645.",1633,"The honour of Christian churches and the necessitie of frequenting of divine service and publike prayers in them. Delivered in a sermon at VVite-Hall before the Kings most excellent Majestie on the eight day of December last being Sunday, by Walter Bancanquall ...","Sermons, English -- 17th century.",32,London,,,
A02235,24512933,27748,STC 12370A; ESTC S2697,Free,"Griffith, Matthew, 1599?-1665.",1634,"Bethel, or, A forme for families in which all sorts of both sexes, are soe squarde and framde [sic] by the word, as they may best serue in theire seuerall places, for usefull peices in Gods buildinge / by Mathew Griffith.",Family -- Religious life.,1,London,,,
A02237,99842442,7093,STC 12372; ESTC S106731,Free,"GoÂÃlicki, Wawrzyniec, 1530-1607.",1598,"The counsellor Exactly pourtraited in two bookes. VVherein the offices of magistrates, the happie life of subiectes, and the felicitie of common-weales is pleasantly and pithilie discoursed. A golden worke, replenished with the chiefe learning of the most excellent philosophers and lawgiuers, and not onely profitable, but verie necessarie for all those that be admitted to the administration of a well-gouerned common-weale. Written in Latin by Laurentius Grimaldus, and consecrated to the honour of the Polonian empyre. Newlie translated into English.; De optimo senatore. English",Political science -- Early works to 1800.; Political ethics -- Early works to 1800.,158,London,,,
A02239,99855993,21506,STC 12374; ESTC S120800,Free,"Le Petit, Jean FranÃŒÂ¤ois, 1546-ca. 1615.; Grimeston, Edward.; Meteren, Emmanuel van, 1535-1612. Historia Belgica nostri potissimum temporis.; Sichem, Christoffel van, ca. 1546-1624, engraver.",1608,"A generall historie of the Netherlands VVith the genealogie and memorable acts of the Earls of Holland, Zeeland, and west-Friseland, from Thierry of Aquitaine the first Earle, successiuely vnto Philip the third King of Spaine: continued vnto this present yeare of our Lord 1608, out of the best authors that haue written of that subiect: by Ed. Grimeston.; Grande chronique. English",Netherlands -- History -- Early works to 1800.,1456,London,,,
A02242,99839202,3604,STC 12377; ESTC S103449,Free,"Grindal, Edmund, 1519?-1583.",1564,"A sermon, at the funeral solemnitie of the most high and mighty Prince Ferdinandus, the late Emperour of most famous memorye holden in the Cathedrall Churche of saint Paule in London, the third of October. 1564. Made by the reuerend father in God, Edmund Grindall, bishop of London.","Ferdinand -- I, -- Holy Roman Emperor, 1503-1564.; Funeral sermons.",38, London,,,
A02248,99845197,10084,STC 12381; ESTC S109550,Free,"Gringore, Pierre, ca. 1475-1538?; Bruyant, Jean, 14th cent.; Barclay, Alexander, 1475?-1552, attributed name.",1506,The castell of laboure,French literature -- Translations into English -- Early works to 1800.; Working class in literature -- Early works to 1800.,108,  London,,,
A02251,99853765,19160,STC 12384; ESTC S118558,Free,"Deloney, Thomas, 1543?-1600.; Boccaccio, Giovanni, 1313-1375.",1600,A most pleasant ballad of patient Grissell To the tune of the brides good morrovv.,"Ballads, English -- 17th century.",1,London,,,
A02253,99843209,7924,STC 1239; ESTC S107510,Free,"Balcanquhall, Walter, 1586?-1645. aut; Carleton, George, 1559-1628. aut",1626,"A ioynt attestation, avowing that the discipline of the Church of England was not impeached by the Synode of Dort","Montagu, Richard, 1577-1641. -- Appello Caesarem.; Church of England -- Discipline -- Early works to 1800.; Synod of Dort (1618-1619) -- Early works to 1800.",32,London,,,
A02255,99841602,6198,STC 12391; ESTC S105876,Free,"Sparke, Michael, d. 1653, attributed name.; Dekker, Thomas, ca. 1572-1632, attributed name.",1621,"Greuous grones for the poore Done by a well-willer, who wisheth, that the poore of England might be so prouided for, as none should neede to go a begging within this realme.",Poor -- England -- Early works to 1800.,30,London,,,
A02257,99853769,19164,STC 12392; ESTC S118562,Free,,1600,"The groome-porters lawes at Mawe, to be obserued in fulfilling the due orders of the game",Card games -- Early works to 1800.; Playing cards -- Early works to 1800.,1,London,,,
A02262,24157689,27274,STC 12397; ESTC S4330,Free,"Grotius, Hugo, 1583-1645.; Sandys, George, 1578-1644.",1640,"Christs passion a tragedie, with annotations.; Christus patiens. English",Jesus Christ -- Drama.,132,London,,,
A02265,99836259,518,STC 124; ESTC S100419,Free,"Adams, Thomas, fl. 1612-1653.",1615,"Mystical bedlam, or the vvorld of mad-men. By Tho: Adams","Sermons, English -- 17th century.",90,London,,,
A02266,99836378,646,STC 1240; ESTC S100541,Free,"Balcanquhall, Walter, 1586?-1645.",1623,"A sermon preached at St. Maries Spittle on Munday in Easter weeke the fourteenth day of Aprill, anno Dom. 1623. By Walter Bancanqual ...","Sermons, English -- 17th century.",108,London,,,
A02267,99857652,23419,STC 12400; ESTC S122528,Free,"Grotius, Hugo, 1583-1645.; Cecil, Thomas, fl. 1630, engraver.; Franciscus a Sancta Clara, 1598-1680.",1632,True religion explained and defended against ye archenemies thereof in these times In six bookes. Published by authority for the co[m]mon good.; De veritate religionis Christianae. English,Apologetics -- Early works to 1800.,374,London,,,
A02272,99850211,15398,STC 12403.9; ESTC S114991,Free,"Gruffudd Hiraethog, d. 1564.; Salesbury, William, 1520?-1600?",1547,"Oll synnwyr pen kembero ygyd vvedy r gynnull, ei gynnwys ae gyfansoddi mewn crynodab ddosparthus a threfn odidawc drwy ddyual ystryw. Gruffyd Hiraethor prydydd o wynedd is Conwy.","Proverbs, Welsh -- Early works to 1800.",70,  London,,,
A02273,99841609,6205,STC 12403; ESTC S105883,Free,"Grove, Mathew.; Smith, Richard, fl. 1587.",1587,"The most famous and tragicall historie of Pelops and Hippodamia Whereunto are adioyned sundrie pleasant deuises, epigrams, songes and sonnettes. Written by Mathewe Groue.",,146, London,,,
A02274,99852793,18142,STC 12404; ESTC S117581,Free,"Gruffudd Hiraethog, d. 1564.; Salesbury, William, 1520?-1600?",1572,Y Diarebion CamberaÃŒÃ‡c; Oll synnwyr pen kembero ygyd,"Proverbs, Welsh -- Early works to 1800.",66,London,,,
A02275,99854266,19676,STC 12406; ESTC S119059,Free,"Grymes, Thomas.",1636,"The honest and plaine dealing fa[r]rier or, A present remedy for curing diseases and hurts in horses Gathered and written as well for the good [o]f any that will practise it, as for my self, there being nothing contained therein but what is of my owne experience and practise. By Thomas Grymes.",Horses -- Diseases -- Early works to 1800.; Veterinary medicine -- Early works to 1800.,44,London,,,
A02277,99854177,19586,STC 12407; ESTC S118970,Free,"Grymeston, Elizabeth.",1604,Miscelanea. Meditations. Memoratiues. By Elizabeth Grymeston.,Meditations -- Early works to 1800.,108,London,,,
A02281,99847703,12759,STC 12412; ESTC S112449,Free,"Berners, Juliana, b. 1388?; Gryndall, William.",1596,"Havvking, hunting, fouling, and fishing, with the true measures of blowing A vvorke right pleasant and profitable for all estates, vvhoso loueth it to practise, and exceeding delightfull, to refresh the irksomnesse of tedious time. Whereunto is annexed the maner and order in keeping of hawkes, their diseases, and cures: and all such speciall poynts, as any wise apperraine to so gentlemanlike qualitie. now newly collected by W.G. faulkener. Pulblicum comodum priuato preferendum.; Boke of Saint Albans",Falconry -- England -- Early works to 1800.; Hunting -- England -- Early works to 1800.; Fishing -- England -- Early works to 1800.; Fowling -- England -- Early works to 1800.,89, London,,,
A02284,99839254,3658,STC 12415; ESTC S103502,Free,"Guarini, Battista, 1538-1612.; Dymock, John, attributed name.; Dymock, Charles, attributed name.",1602,Il pastor fido: or The faithfull shepheard. Translated out of Italian into English; Pastor fido. English,,128,London,,,
A02291,99841576,6169,STC 12422; ESTC S105850,Free,"Guazzo, Stefano, 1530-1593.; Pettie, George, 1548-1589.",1581,"The ciuile conuersation of M. Steeuen Guazzo written first in Italian, and nowe translated out of French by George Pettie, deuided into foure bookes. In the first is conteined in generall, the fruites that may bee reaped by conuersation ... In the second, the manner of conuersation ... In the third is perticularly set foorth the orders to bee obserued in conuersation within doores, betwÃŒÂ©ene the husband and the wife ... In the fourth, the report of a banquet; Civil conversatione. Book 1-3. English","Etiquette, Medieval -- Early works to 1800.; Conversation -- Early works to 1800.",366, London,,,
A02293,99850881,16116,STC 12425; ESTC S115663,Free,"Guevara, Antonio de, Bp., d. 1545?; Hellowes, Edward.",1578,"A booke of the inuention of the art of nauigation and of the greate trauelles whiche they passe that saile in Gallies: compiled by the famous Sir Anthonie of Gueuara, bishop of Mondonnedo, preacher, chronicler, and counseller vnto the Emperour Charles the fift. Dedicated by the said authour, vnto the famous Sir Frances de la Cobos, great comptroller of Leon, and counseller vnto the said Emperour Charles the fift. Wherein are touched most excellent antiquities, and notable aduertisements for such as saile in Gallies.",Navigation -- Early works to 1800.,60, London,,,
A02294,99839286,3692,STC 12426; ESTC S103534,Free,"Guevara, Antonio de, Bp., d. 1545?; Hellowes, Edward.",1577,"A chronicle, conteyning the liues of tenne emperours of Rome Wherin are discouered, their beginnings, procÃŒÂ©edings, and endings, worthie to be read, marked, and remembred. Wherein are also conteyned lawes of speciall profite and policie. ... Compiled by the most famous Syr Anthonie of Gueuara, Bishop of Mondonnedo, preacher, chronicler, and counsellour to the Emperour Charles the fift: and translated out of Spanish into English, by Edward Hellowes, Groome of her Maiesties Leashe. Hereunto is also annexed a table, recapitulating such particularities, as are in this booke mentioned.; Decada de los diez Cesares y emperadores Romanos. English","Emperors -- Rome -- Early works to 1800.; Rome -- History -- Empire, 30 B.C.-476 A.D. -- Early works to 1800.",500, London,,,
A02298,99840208,4684,STC 1243; ESTC S104470,Free,"Baldwin, William, ca. 1518-1563?",1560,The funeralles of King Edward the sixt VVherin are declared the causers and causes of his death.,"Edward -- VI, -- King of England, 1537-1553 -- Poetry.; Edward -- VI, -- King of England, 1537-1553 -- Death and burial.",24, London,,,
A02299,99855906,21414,STC 12430; ESTC S120712,Free,"Guevara, Antonio de, Bp., d. 1545?; Munday, Anthony, 1553-1633.; North, Thomas, Sir, 1535-1601?; Guevara, Antonio de, Bp., d. 1545? Aviso de privados. English.",1619,"Archontorologion, or The diall of princes containing the golden and famous booke of Marcus Aurelius, sometime Emperour of Rome. Declaring what excellcncy [sic] consisteth in a prince that is a good Christian: and what euils attend on him that is a cruell tirant. Written by the Reuerend Father in God, Don Antonio of Gueuara, Lord Bishop of Guadix; preacher and chronicler to the late mighty Emperour Charles the fift. First translated out of French by Thomas North, sonne to Sir Edward North, Lord North of Kirthling: and lately reperused, and corrected from many grosse imperfections. With addition of a fourth booke, stiled by the name of The fauoured courtier.; Relox de prÃŒ_ncipes. English","Marcus Aurelius, -- Emperor of Rome, 121-180.; Education of princes -- Early works to 1800.",801,London,,,
A02300,99845230,10117,STC 12431; ESTC S109583,Free,"Guevara, Antonio de, Bp., d. 1545?; AllÃŒÂ¬gre, Antoine.; Bryan, Francis, Sir, d. 1550.",1548,"A dispraise of the life of a courtier, and a commendacion of the life of the labouryng man",Courts and courtiers -- Early works to 1800.; Country life -- Early works to 1800.,226, Londini,,,
A02303,99839236,3639,STC 12437; ESTC S103483,Free,"Guevara, Antonio de, Bp., d. 1545?; Berners, John Bourchier, Lord, 1466 or 7-1533.",1537,The golden boke of Marcus Aurelius Emperour and eloquent oratour; Relox de prÃŒ_ncipes. English,"Marcus Aurelius, -- Emperor of Rome, 121-180.; Education of princes -- Early works to 1800.",352,Londini,,,
A02306,99852485,17809,STC 1244; ESTC S117270,Free,"Baldwin, William, ca. 1518-1563?",1570,"A maruelous hystory intitulede, beware the cat Conteyning diuers wounderfull and incredible matters. Very pleasant and mery to read.; Beware the cat.","Cats -- Fiction -- Early works to 1800.; Satire, English -- Early works to 1800.",12, London,,,
A02320,99839264,3669,STC 12452; ESTC S103512,Free,"Balzac, Jean-Louis Guez, seigneur de, 1597-1654.; Tyrwhit, William.",1634,"The letters of Mounsieur de Balzac. Translated into English, according to the last edition. By W.T. Esq; Epistolarum liber unus. English",,448,London,,,
A02322,99839267,3673,STC 12454; ESTC S103515,Free,"Balzac, Jean-Louis Guez, seigneur de, 1597-1654.; Marshall, William, fl. 1617-1650, engraver.; Baker, Richard, Sir, 1568-1645.",1638,"Nevv epistles of Mounsieur de Balzac. Translated out of French into English, by Sr. Richard Baker Knight. Being the second and third volumes; Correspondence. English. Selections",,520,London,,,
A02324,99839269,3675,STC 12455; ESTC S103517,Free,"Balzac, Jean-Louis Guez, seigneur de, 1597-1654.; Marshall, William, fl. 1617-1650, engraver.; Bowman, Francis.",1639,A collection of some modern epistles of Monsieur de Balzac. Carefully translated out of French. Being the fourth and last volume; Correspondence. English. Selections,,288,Oxford,,,
A02325,99854270,19680,STC 12456; ESTC S119063,Free,"Day, J., attributed name.",1632,"A publication of Guiana's plantation Newly undertaken by the Right Honble. the Earle of Barkshire (Knight of the most noble Order of the Garter) and company for that most famous river of the Amazones in America. Wherein is briefly shewed the lawfulnesse of plantations in forraine countries; hope of the natives conversion; nature of the river; qualitie of the land, climate, and people of Guiana; with the provisions for mans sustenance, and commodities therein growing for the trade of merchandise and manner of the adventure. With an answer to some objections touching feare of the enemie.",Guyana -- Description and travel -- Early works to 1800.; Amazon Valley -- Early works to 1800.,28,London,,,
A02327,99854165,19574,STC 12457; ESTC S118958,Free,"Guybert, Philbert, d. 1633.; I. W., fl. 1639.",1639,"The charitable physitian with the Charitable apothecary. Written in French by Philbert Guibert Esquire, and physitian regent in Paris: and by him after many severall editions, reviewed, corrected, amended, and augmented. And now faithfully translated into English, for the benefit of this kingdome, by I. W.","Medicine -- Formulae, receipts, prescriptions, -- Early works to 1800.; Recipes -- Early works to 1800.; Embalming -- Early works to 1800.",186,London,,,
A02329,99855949,21460,STC 12458A; ESTC S120755,Free,"Guicciardini, Francesco, 1483-1540.; Fenton, Geoffrey, Sir, 1539?-1608.",1579,"The historie of Guicciardin conteining the vvarres of Italie and other partes, continued for many yeares vnder sundry kings and princes, together with the variations and accidents of the same, deuided into twenty bookes: and also the argumentes, vvith a table at large expressing the principall matters through the vvhole historie. Reduced into English by Geffray Fenton.; Historia d'Italia. English",Italy -- History -- 1492-1559 -- Early works to 1800.,1210, London,,,
A02331,99856508,22074,STC 1246; ESTC S121324,Free,"Baldwin, William, ca. 1518-1563?",1554,"A memorial of suche princes, as since the tyme of king Richard the seconde, haue been vnfortunate in the realme of England; Memorial of suche princes, as since the tyme of king Richard the seconde, have been unfortunate in the realme of England.",England -- Kings and rulers -- Early works to 1800.,2,Londini,,,
A02339,99853854,19252,STC 12466; ESTC S118647,Free,"Hall, Joseph, 1574-1656, attributed name.; Humfrey, Richard, attributed name.",1604,"Two guides to a good life The genealogy of vertue and the nathomy of sinne. Liuely displaying the worth of one, and the vanity of the other.; Anathomie of sinne.",Christian life -- Early works to 1800.,265,London,,,
A02340,99841629,6227,STC 12468; ESTC S105904,Free,"Guy, de Chauliac, ca. 1300-1368.; Galen. De methodo medendi. Book 4. English.; Copland, Robert, fl. 1508-1547.",1542,"The questyonary of cyrurgyens with the formulary of lytell Guydo in cyrurgie, with the spectacles of cyrurgyens newly added, with the fourth boke of the Terapentyke [sic], or methode curatyfe of Claude Galyen prynce of physyciens, with a synguler treaty of the cure of vlceres, newely enprynted at London, by me Robert wyer, and be for to sell in Poules Churcheyarde, at the sygne of Judyth. Cum priuilegio ad imprimendum solum.; Chirurgia magna. English. Selections","Surgery -- Early works to 1800.; Medicine, Medieval.",242,London,,,
A02342,99840257,4738,STC 1247; ESTC S104522,Free,"Baldwin, William, ca. 1518-1563?; Boccaccio, Giovanni, 1313-1375. De casibus virorum illustrium.",1559,"A myrroure for magistrates Wherein may be seen by example of other, with howe greuous plages vices are punished: and howe frayle and vnstable worldly prosperitie is founde, even of those, whom fortune seemeth most highly to fauour. Anno. 1559.; Mirrour for magistrates. Part 3.",Political ethics -- Early works to 1800.; Great Britain -- History -- Poetry.,165,Londini,,,
A02351,99854271,19681,STC 12480; ESTC S119064,Free,"Guild, William, 1586-1657.; Guild, William, 1586-1657. Issachars asse, braying under a double burden. Selections. aut",1633,"The humble addresse both of church and poore, to the sacred maiestie of Great Britaines monarch For a just redresse of the uniting of churches, and the ruine of hospitalls. By William Guild, minister of Aberdene.",Church of Scotland -- Government -- Early works to 1800.; Church of Scotland -- Charities -- Early works to 1800.; Presbyterianism -- Early works to 1800.; Great Britain -- Church history -- 17th century -- Early works to 1800.,19,Im in Aberdene,,,
A02352,99854180,19589,STC 12481; ESTC S118973,Free,"Guild, William, 1586-1657.",1625,"Ignis fatuus. Or, The elf-fire of purgatorie Wherein Bellarmine is confuted by arguments both out of the Old and New Testament, and by his owne proofes out of Scriptures and Fathers. Also an annexe to this treatise of purgatorie, concerning the distinction of sinne in mortall and veniall. By M. William Guild, Minister at King-Edvvard.","Bellarmino, Roberto Francesco Romolo, -- Saint, 1542-1621 -- Early works to 1800.; Sin -- Early works to 1800.; Purgatory -- Early works to 1800.",72,London,,,
A02353,99839277,3683,STC 12485; ESTC S103525,Free,"Guild, William, 1586-1657.",1620,"Moses vnuailed: or Those figures which serued vnto the patterne and shaddow of heauenly things, pointing out the Messiah Christ Iesus, briefly explained Wherevnto is added the harmony of all the prophets, breathing with one mouth the mysterie of his comming, and of that redemption which by his death he was to accomplish ... By William Guild, minister of Gods Word at King-Edward in Scotland.",Messiah -- Prophecies -- Early works to 1800.; Typology (Theology) -- Early works to 1800.,313,London,,,
A02358,99853108,18476,STC 12490; ESTC S117899,Free,"Guild, William, 1586-1657.",1627,"Popish glorying in antiquity turned to their shame Whereby is shewed, how they wrong, villifie, and disgrace, that whereunto they pretend to carry greateste reuerence: and are most guilty of that which they vpbraide vnto others. Collected and proued out of themselues, for the singular profit both of pastors and professors. By William Guild, minister at King Edward.",Catholic Church -- Controversial literature.,272,London,,,
A02359,99839280,3686,STC 12492; ESTC S103528,Free,"Ratramnus, monk of Corbie, d. ca. 868.; Guild, William, 1586-1657.; Aelfric, Abbot of Eynsham. Sermo de sacrificio in die Pascae. aut; Rabanus Maurus, Archbishop of Mainz, 784?-856. De sacramento Eucharistiae. aut",1624,"Three rare monuments of antiquitie, or Bertram, priest, a French-man, of the body and blood of Christ, (written 800 yeares agoe) with the late Romish purging thereof: ÃŒÂ lfricus, Arch-bishop of Canterburie, an English-man, his sermon of the sacrament, (preached 627 yeares agoe:) and Maurus, abbot, a Scots-man, his discourse of the same (820 yeares agoe:) all stronglie convincing that grosse errour of transubstantiation. Translated and compacted by M. VVilliam Guild, minister at King-Edward; De corpore et sanguine Domini. English. Abridgments",Lord's Supper -- Real presence -- Early works to 1800.,152,  Aberdene,,,
A02360,99839296,3702,STC 12494; ESTC S103544,Free,"Guild, William, 1586-1657.",1608,"A yong mans inquisition, or triall VVhereby all young men (as of all ages) may know how to redresse and direct their waies, according to Gods word, and if they bee in the way of life to saluation, or in the way of death, to condemnation. Together with a godly and most comfortable meditation and praier ioyned thereunto. By William Guilde.",Young men -- Early works to 1800.; Christian life -- Early works to 1800.,285, London,,,
A02361,99839310,3718,STC 12495; ESTC S103559,Free,"Guillemard, Jean.; Grimeston, Edward.",1621,"A combat betwixt man and death: or A discourse against the immoderate apprehension and feare of death. Written in French by I. Guillemard of Champdenier in Poictou. And translated into English by Edw. Grimeston Sargeant at Armes, attending the Commons House in Parliament; Duel de l'homme et de la mort. English",Death -- Religious aspects -- Christianity -- Early works to 1800.,790,London,,,
A02362,99839297,3703,STC 12496; ESTC S103545,Free,"Guillemeau, Jacques, 1550?-1613.; Guillemeau, Jacques, 1550?-1613. De la nourriture et gouvernement des enfants.",1612,"Child-birth or, The happy deliuerie of vvomen VVherein is set downe the gouernment of women. In the time of their breeding childe: of their trauaile, both naturall, and contrary to nature: and of their lying in. Together with the diseases, which happen to women in those times, and the meanes to helpe them. To which is added, a treatise of the diseases of infants, and young children: with the cure of them. Written in French by Iames Guillimeau the French Kings chirurgion.; De l'hereux accouchement des femmes. English",Obstetrics -- Early works to 1800.; Pediatrics -- Early works to 1800.,403,London,,,
A02364,99857328,23036,STC 12498; ESTC S122176,Free,"Guillemeau, Jacques, 1550?-1613.; A. M., fl. 1598.",1598,"The Frenche chirurgerye, or all the manualle operations of chirurgerye , vvith divers, & sundrye figures, and amongst the rest, certayne nuefovvnde instrumentes, verye necessarye to all the operationes of chirurgerye. Through Iaques Guillemeau, of Orleans ordinarye chirurgiane to the Kinge, and sworen in the citye of Paris. And novv truelye translated out of Dutch into Englishe by A.M.; Oeuvres de chirurgie. English",Surgery -- Early works to 1800.,144, Dort,,,
A02366,99850218,15405,STC 12499; ESTC S114998,Free,"Guillemeau, Jacques, 1550?-1613.; Weyer, Johann, 1515-1588. Medicarum observationum rararum.; Textor, BenoÃŒÂ¨t, 16th cent. De cancri natura et curatione.; Hunton, Anthony.",1587,"A worthy treatise of the eyes contayning the knowledge and cure of one hundred and thirtene diseases, incident vnto them: first gathered & written in French, by Iacques Guillemeau, chyrurgion to the French King, and now translated into English, togeather with a profitable treatise of the scorbie; & another of the cancer by A.H. Also next to the treatise of the eies is adoiyned a work touching the preseruation of the sight, set forth by VV. Bailey. D. of Phisick; TraitÃŒÂ© des maladies de l'oeil. English.",Scurvy -- Early works to 1800.; Cancer -- Early works to 1800.,262,London,,,
A02367,99836265,524,STC 125; ESTC S100425,Free,"Adams, Thomas, fl. 1612-1653.",1616,"The sacrifice of thankefulnesse A sermon preached at Pauls Crosse, the third of December, being the first Aduentuall Sunday, anno 1615. By Tho. Adams. Whereunto are annexed fiue other of his sermons preached in London, and else-where; neuer before printed. ...","Sermons, English -- 17th century.",188,London,,,
A02376,99839299,3707,STC 12508; ESTC S103547,Free,"Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.; Aggas, Edward.; RosiÃŒÂ¬res, FranÃŒÂ¤ois de, 1534-1607. Stemmatum Lotharingiae ac Barri.",1586,A necessary discourse concerning the right which the house of Guyze pretendeth to the crowne of France. Faithfully translated out of the French; Discours sur le droit prÃŒÂ©tendu par ceux de Guise sur la couronne de France. English.,"Guise, House of -- Early works to 1800.; Monarchy -- France -- Early works to 1800.",24, London,,,
A02379,99846673,11658,STC 12510.5; ESTC S111301,Free,"William, of Ockham, ca. 1285-ca. 1349, attributed name.; Dubois, Pierre, fl. 1300, attributed name.",1531,Disputatio inter clericum et miletem super potestate prelatis ecclesiÃŒ_ atq[us] principibus terrarum commissa sub forma dialogi,Church and state -- Early works to 1800.,29,Londini,,,
A02381,99845542,10447,STC 12511A; ESTC S109903,Free,"William, of Ockham, ca. 1285-ca. 1349, attributed name.; Dubois, Pierre, fl. 1300, attributed name.; Trevisa, John, d. 1402.",1533,A dialogue betwene a knyght and a clerke concernynge the power spiritual and temporall.; Disputatio inter clericum et miletem. English.,Church and state -- Early works to 1800.,52, London,,,
